الوحدة التدريبية,المرحلة التدريبية,القسم,التخصص,فعالية البرنامج,المقررات,الوحدات المعتمدة,الفصل التدريبي,عدد المقررات المطلوبة,عدد الوحدات المطلوبة,المقرر,اسم المقرر,محاضرة,عملي
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,1,10,الفصل التدريبي الأول ,1,10,سيار-093,كهرباء والكترونيات سيارات البنزين,0,20
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,1,10,الفصل التدريبي الأول ,1,10,سيار-094,صيانة محركات سيارات البنزين,0,20
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,1,10,الفصل التدريبي الأول ,1,10,سيار-095,صيانة مجموعة نقل القدرة لسيارات البنزين,0,20
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,1,10,الفصل التدريبي الأول ,1,10,سيار-096,صيانة ميكانيكا هيكل سيارات البنزين,0,20
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,1,10,الفصل التدريبي الأول ,1,10,سيار-097,تشخيص أعطال سيارات البنزين,0,20
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الأول ,9,21,عربي-001,لغة عربية-1,2,0
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الأول ,9,21,فيزي-001,فــيـزيـــــــاء,2,2
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الأول ,9,21,ماهر-001,مدخل الى مهارات القرن 21,2,0
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الأول ,9,21,مهني-002,السلامة والصحة المهنية,1,2
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثالث ,9,19,اسلم-003,ثقافة إسلامية-3,2,0
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثالث ,9,19,انجل-003,لغة إنجليزية (3),4,0
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثالث ,9,19,حاكر-011,أجهزة القياسات,0,4
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثالث ,9,19,حاكر-012,أساسيات الكهرباء,0,4
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثالث ,9,19,حاكر-013,أساسيات الإلكترونيات,0,4
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثالث ,9,19,رياض-003,رياضيات (3),2,0
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثالث ,9,19,ماهر-004,بحث ومصادر المعلومات,2,0
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثالث ,9,19,مهني-003,الرسم الهندسي,0,4
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثالث ,9,19,ميكا-014,علم المواد,0,4
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثاني ,10,22,اسلك-001,سلوك مهني,2,0
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثاني ,10,22,اسلم-002,ثقافة إسلامية-2,2,0
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثاني ,10,22,انجل-002,لغة إنجليزية (2),4,0
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثاني ,10,22,بدني-002,التربية البدنية-2,0,2
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثاني ,10,22,حاسب-002,تطبيقات الحاسب الآلي,0,6
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثاني ,10,22,رياض-002,رياضيات (2),2,0
المعاهد الصناعية الثانوية,دبلوم الثانوي الصناعي,التقنية الميكانيكية,تقنية المحركات ومركبات,برامج مفعله,51,103,الفصل التدريبي الثاني ,10,22,عربي-002,لغة عربية-2,2,0
